id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.16,457596106,33054236,394638315.1775841,0.15854,2026-08-31T11:56:30.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.16,181626622,15200079,156645983.99,0.21237,2026-08-31T11:56:30.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.191506,52051700,6514.81,271805147.2860857,-0.14106,2026-08-31T11:56:30.000Z
eurite,euri,Eurite,EUR,1.16,38420666,13423784,33139851.48990108,0.1251,2026-08-31T11:56:30.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.191528,34638370,79309,180854541.3304256,-0.11839,2026-08-31T11:56:30.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.16,32722157,456610,28235296.17937781,0.22797,2026-08-31T11:56:30.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.16,27985534,363898,24129694.45310661,0.39135,2026-08-31T11:56:30.000Z
xsgd,xsgd,XSGD,SGD,0.784551,12882629,849483,16420482.639569,-0.13649,2026-08-31T11:56:30.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.462e-05,9496342,9.16,173856905811.0,-0.25012,2026-08-31T11:56:30.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.22,6995694,17.98,5907155.64,3.9425,2026-08-31T11:56:30.000Z
bilira,tryb,BiLira,TRY,0.02085544,5533707,20855,265338992.626044,,2026-08-31T11:56:30.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.12,5160220,3982287,4613598.585709,0.01019,2026-08-31T11:56:30.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061673,4562562,37.59,73979922.21510787,0.34622,2026-08-31T08:27:50.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
par-stablecoin,par,Parallel,EUR,1.24,2776079,425.31,2240894.0,-0.757,2026-08-31T11:56:30.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00072476,2775844,5.35,3830046224.713752,-0.02409,2026-08-31T11:56:30.000Z
brl1,brl1,BRL1,BRL,0.192279,2639028,154372,13724917.54,0.2001,2026-08-31T11:56:30.000Z
mxnb,mxnb,MXNB,MXN,0.058736,2188724,7046.46,37263542.48821,0.07454,2026-08-31T11:56:30.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.193215,1685524,361.43,8723652.5,-0.29037,2026-08-31T11:56:30.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,,2026-08-03T23:52:30.000Z
ageur,eura,EURA,EUR,1.16,1640139,7802.44,1415535.465453606,0.26404,2026-08-31T11:56:30.000Z
