id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.16,463079460,18734586,398411270.6298175,0.12018,2026-09-07T10:50:20.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.16,187473085,18286655,161288989.91,0.12164,2026-09-07T10:50:20.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.193167,52572316,3643.05,272159783.4019567,-0.2976,2026-09-07T10:50:20.000Z
eurite,euri,Eurite,EUR,1.16,38498859,2687916,33139851.48990108,0.11886,2026-09-07T10:50:20.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.16,33240008,573471,28625402.62214314,0.07373,2026-09-07T10:50:20.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.193051,28439343,66775,147314596.7483995,-0.43609,2026-09-07T10:50:20.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.16,27955547,336749,24076994.98708037,0.00474,2026-09-07T10:50:20.000Z
xsgd,xsgd,XSGD,SGD,0.789838,12840962,296587,16257374.589569,0.17008,2026-09-07T10:50:20.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.56e-05,9665996,4.04,173856905811.0,,2026-09-07T10:50:20.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.19,7021570,190.74,5907155.64,0.08309,2026-09-07T10:50:20.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.12,5156299,4268123,4613598.585709,-0.01934,2026-09-07T10:50:20.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061594,4556703,745.87,73979922.21510787,-0.07332,2026-09-07T10:50:20.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
brl1,brl1,BRL1,BRL,0.193884,2957685,78058,15254917.54,-0.05459,2026-09-07T10:50:20.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00073009,2885097,1302.59,3951822385.286523,-0.0934,2026-09-07T10:50:20.000Z
par-stablecoin,par,Parallel,EUR,1.25,2790433,81.18,2240894.0,-0.17926,2026-09-07T10:50:20.000Z
mxnb,mxnb,MXNB,MXN,0.059275,2397530,37.77,40447548.43821,0.09499,2026-09-07T10:50:20.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.19456,1755646,3619.04,9023652.5,0.09376,2026-09-07T10:50:20.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,,2026-08-03T23:52:30.000Z
ageur,eura,EURA,EUR,1.16,1638267,22547,1411549.4795804,-0.06206,2026-09-07T10:50:20.000Z
celo-euro,eurm,Mento Euro,EUR,1.16,1571324,1831.81,1356196.229530643,-0.52094,2026-09-07T10:50:20.000Z
bilira,tryb,BiLira,TRY,0.02048033,1380833,5.69,67422430.983414,,2026-09-04T07:42:20.000Z
anchored-coins-eur,aeur,Anchored Coins AEUR,EUR,1.14,1124108,8928.66,983181.76,,2026-07-31T11:00:20.000Z
idrx,idrx,IDRX,IDR,5.688e-05,1054295,3029.78,18534124233.14,0.00038,2026-09-07T10:50:20.000Z
stablr-euro,eurr,StablR Euro,EUR,0.059472,1019538,70.59,17143032.563007,,2026-09-06T19:15:50.000Z
vnx-euro,veur,VNX EURO,EUR,0.289208,799394,0.104,2764082.75105,,2026-06-21T12:25:40.000Z
jarvis-synthetic-euro,jeur,Jarvis Synthetic Euro,EUR,1.13,609372,313.09,541556.5405305573,-0.77244,2026-09-07T10:50:20.000Z
newrails-euro,eurw,Newrails Euro,EUR,1.16,346397,714368,298023.4636,0.12727,2026-09-07T10:50:20.000Z
tether-eurt,eurt,Euro Tether,EUR,0.057145,237375,30.89,4153902.7318629995,-0.76681,2026-09-06T22:03:10.000Z
celo-real-creal,brlm,Mento Brazilian Real,BRL,0.195409,211248,13.43,1081054.368294639,-0.00788,2026-09-07T10:50:20.000Z
colombian-peso,wcop,Colombian Peso,COP,0.00031677,190462,1222.76,601258753.7968985,0.63563,2026-09-07T10:50:20.000Z
token-teknoloji-a-s-euro,eurot,Token Teknoloji A.Ş. EURO,EUR,1.16,186152,2789.65,160000.0,0.22981,2026-09-07T10:50:20.000Z
argentine-peso,wars,Argentine Peso,ARS,0.0006329,184173,23797,291000000.0,-0.44198,2026-09-07T10:50:20.000Z
real-mxn,mxne,Real MXN,MXN,0.058861,84113,140.73,1428994.67,,2026-09-02T21:10:50.000Z
celo-kenyan-shilling,kesm,Mento Kenyan Shilling,KES,0.00774603,80144,96.04,10346479.60305894,-0.00921,2026-09-07T10:50:20.000Z
mexican-peso,wmxn,Mexican Peso,MXN,0.059182,57335,628.76,968788.6930900001,-0.3862,2026-09-07T10:50:20.000Z
celo-nigerian-naira,ngnm,Mento Nigerian Naira,NGN,0.00073052,56599,9.94,77476873.2520525,,2026-06-24T03:06:20.000Z
puso,phpm,Mento Philippine Peso,PHP,0.01596207,25798,87.23,1616191.117866187,,2026-09-04T16:56:10.000Z
ccop,copm,Mento Colombian Peso,COP,0.00031878,21675,9.93,67994219.89493266,,2026-08-16T05:39:40.000Z
celo-south-african-rand,zarm,Mento South African Rand,ZAR,0.062136,678.85,1.67,10925.17644378038,,2026-09-03T20:59:00.000Z
