id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.15,468942242,43468907,406193304.9771555,-0.37629,2026-09-14T11:04:20.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.15,190909214,25721150,165425680.15,-0.41284,2026-09-14T11:04:20.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.193609,52821100,1761.65,272832419.3190755,-0.1427,2026-09-14T11:04:20.000Z
eurite,euri,Eurite,EUR,1.15,38252630,2904377,33139851.48990108,-0.37825,2026-09-14T11:04:20.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.15,33131282,1498804,28726780.40517487,-0.61133,2026-09-14T11:04:20.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.193662,32239301,40211,166477892.1912692,-0.0941,2026-09-14T11:04:20.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.15,27817116,893989,24102217.26548308,-0.52978,2026-09-14T11:04:20.000Z
xsgd,xsgd,XSGD,SGD,0.787126,12976685,542338,16487374.589569,-0.25735,2026-09-14T11:04:20.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.693e-05,9897926,5.45,173856905811.0,-0.68548,2026-09-14T11:04:20.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.18,6970375,2383.42,5907155.64,-0.92925,2026-09-14T11:04:20.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.12,5149053,3977922,4613598.585709,-1.49592,2026-09-14T11:04:20.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061592,4434472,11988.38,72000353.81510787,-0.15637,2026-09-14T11:04:20.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
brl1,brl1,BRL1,BRL,0.19439,2868218,117443,14754917.54,-0.01168,2026-09-14T11:04:20.000Z
par-stablecoin,par,Parallel,EUR,1.22,2734059,151.63,2240894.0,-0.31057,2026-09-14T11:04:20.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00072941,2544941,51.78,3489035694.710523,-0.00057,2026-09-13T16:22:10.000Z
mxnb,mxnb,MXNB,MXN,0.058662,2444134,114.75,41664140.46821,-0.40526,2026-09-14T11:04:20.000Z
stablr-euro,eurr,StablR Euro,EUR,0.121036,2074853,5.89,17143032.563007,,2026-09-14T11:04:20.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.194067,1780238,1192.98,9173652.5,-0.12453,2026-09-14T11:04:20.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,,2026-08-03T23:52:30.000Z
ageur,eura,EURA,EUR,1.15,1596559,2961.51,1384085.406437527,-2.13646,2026-09-14T11:04:20.000Z
celo-euro,eurm,Mento Euro,EUR,1.15,1560081,11284.37,1354314.906281173,-0.76469,2026-09-14T11:04:20.000Z
bilira,tryb,BiLira,TRY,0.02048033,1380833,5.69,67422430.983414,,2026-09-04T07:42:20.000Z
anchored-coins-eur,aeur,Anchored Coins AEUR,EUR,1.14,1124108,8928.66,983181.76,,2026-07-31T11:00:20.000Z
idrx,idrx,IDRX,IDR,5.712e-05,1058639,978.95,18534124233.14,0.11537,2026-09-14T11:04:20.000Z
vnx-euro,veur,VNX EURO,EUR,0.289208,799394,0.104,2764082.75105,,2026-06-21T12:25:40.000Z
jarvis-synthetic-euro,jeur,Jarvis Synthetic Euro,EUR,1.1,578814,289.04,524148.3078995663,-0.26115,2026-09-14T11:04:20.000Z
newrails-euro,eurw,Newrails Euro,EUR,1.15,408627,1521339,354365.9736,-0.51228,2026-09-14T11:04:20.000Z
tether-eurt,eurt,Euro Tether,EUR,0.058974,244974,41.56,4153902.7318629995,-1.42032,2026-09-14T07:52:40.000Z
celo-real-creal,brlm,Mento Brazilian Real,BRL,0.194903,209959,65.7,1077286.457984782,-0.41957,2026-09-14T11:04:20.000Z
colombian-peso,wcop,Colombian Peso,COP,0.00032298,203880,140.5,631258753.7968985,0.99487,2026-09-14T11:04:20.000Z
token-teknoloji-a-s-euro,eurot,Token Teknoloji A.Ş. EURO,EUR,1.16,184867,2442.26,160000.0,-1.132,2026-09-14T11:04:20.000Z
argentine-peso,wars,Argentine Peso,ARS,0.00062801,182745,7719.19,291000000.0,-0.19434,2026-09-14T11:04:20.000Z
real-mxn,mxne,Real MXN,MXN,0.058861,84113,140.73,1428994.67,,2026-09-02T21:10:50.000Z
celo-kenyan-shilling,kesm,Mento Kenyan Shilling,KES,0.00774194,80100,94.61,10346607.84432118,-0.01923,2026-09-14T11:04:20.000Z
mexican-peso,wmxn,Mexican Peso,MXN,0.059458,57600,260.71,968788.6930900001,0.07778,2026-09-14T11:04:20.000Z
celo-nigerian-naira,ngnm,Mento Nigerian Naira,NGN,0.00073052,56599,9.94,77476873.2520525,,2026-06-24T03:06:20.000Z
puso,phpm,Mento Philippine Peso,PHP,0.01594468,25779,17.5,1616827.365614742,-0.07905,2026-09-14T11:04:20.000Z
ccop,copm,Mento Colombian Peso,COP,0.00031878,21675,9.93,67994219.89493266,,2026-08-16T05:39:40.000Z
