id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.16,461124909,31477930,396732877.4198715,0.09519,2026-09-09T10:11:20.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.16,192515723,32047666,165643058.31,0.09445,2026-09-09T10:11:20.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.194838,52988634,24060,271964437.2635774,0.89335,2026-09-09T10:11:20.000Z
eurite,euri,Eurite,EUR,1.16,38510311,3481544,33139851.48990108,0.12229,2026-09-09T10:11:20.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.16,33073659,1215353,28398504.65645984,0.08828,2026-09-09T10:11:20.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.16,27822366,337351,23899434.72139707,0.08162,2026-09-09T10:11:20.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.195477,27717214,280780,141794155.3314123,1.20943,2026-09-09T10:11:20.000Z
xsgd,xsgd,XSGD,SGD,0.790693,12854555,549391,16257374.589569,0.20572,2026-09-09T10:11:20.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.568e-05,9679985,7.71,173856905811.0,-2.10411,2026-09-09T10:11:20.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.19,7016516,384.47,5907155.64,-0.50203,2026-09-09T10:11:20.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.14,5281230,869623,4613598.585709,3.29113,2026-09-09T10:11:20.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061694,4564095,3179.44,73979922.21510787,-0.0065,2026-09-09T10:11:20.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00072806,3121973,959.84,4288051285.286523,-0.1034,2026-09-09T10:11:20.000Z
