id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.16,465314143,29444037,400006651.9914905,0.09109,2026-09-10T10:08:20.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.16,192708920,44245388,165643058.31,0.10599,2026-09-10T10:08:20.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.1957,53222132,10810.57,272022207.2635774,0.41936,2026-09-10T10:08:20.000Z
eurite,euri,Eurite,EUR,1.16,38544310,2651106,33139851.48990108,0.09222,2026-09-10T10:08:20.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.16,32631772,847077,28026672.68351862,-0.0228,2026-09-10T10:08:20.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.16,27683356,391993,23778347.06845585,0.0071,2026-09-10T10:08:20.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.195986,23632026,161200,120608820.7484614,0.23763,2026-09-10T10:08:20.000Z
xsgd,xsgd,XSGD,SGD,0.78998,12843422,445929,16257374.589569,-0.08646,2026-09-10T10:08:20.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.501e-05,9564354,3.94,173856905811.0,-1.20838,2026-09-10T01:53:20.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.2,7070141,11.15,5907155.64,0.76442,2026-09-10T10:08:20.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.13,5214761,3685925,4613598.585709,-1.15313,2026-09-10T10:08:20.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061735,4445018,2935.37,72000353.81510787,0.01516,2026-09-10T10:08:20.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00072622,2923081,126.32,4025041054.710523,-0.25239,2026-09-10T10:08:20.000Z
brl1,brl1,BRL1,BRL,0.195416,2896735,1358650,14823473.54,-0.29452,2026-09-10T10:08:20.000Z
par-stablecoin,par,Parallel,EUR,1.24,2770056,233.33,2240894.0,-0.11918,2026-09-10T10:08:20.000Z
mxnb,mxnb,MXNB,MXN,0.058937,2421042,10542.4,41077729.47821,-0.35395,2026-09-10T10:08:20.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.194776,1786832,2121.59,9173652.5,-0.28965,2026-09-10T10:08:20.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,,2026-08-03T23:52:30.000Z
ageur,eura,EURA,EUR,1.16,1612975,5877.85,1387442.851406196,-0.03603,2026-09-10T10:08:20.000Z
celo-euro,eurm,Mento Euro,EUR,1.16,1574367,3474.39,1356021.103000173,-0.12924,2026-09-10T10:08:20.000Z
bilira,tryb,BiLira,TRY,0.02048033,1380833,5.69,67422430.983414,,2026-09-04T07:42:20.000Z
anchored-coins-eur,aeur,Anchored Coins AEUR,EUR,1.14,1124108,8928.66,983181.76,,2026-07-31T11:00:20.000Z
idrx,idrx,IDRX,IDR,5.703e-05,1057064,49188,18534124233.14,0.06545,2026-09-10T10:08:20.000Z
stablr-euro,eurr,StablR Euro,EUR,0.059636,1022345,7.85,17143032.563007,-0.00703,2026-09-09T23:56:40.000Z
vnx-euro,veur,VNX EURO,EUR,0.289208,799394,0.104,2764082.75105,,2026-06-21T12:25:40.000Z
jarvis-synthetic-euro,jeur,Jarvis Synthetic Euro,EUR,1.13,610215,286.79,541556.5405305573,1.10109,2026-09-10T10:08:20.000Z
tether-eurt,eurt,Euro Tether,EUR,0.062957,261519,4.62,4153902.7318629995,,2026-09-10T04:54:00.000Z
celo-real-creal,brlm,Mento Brazilian Real,BRL,0.196176,209146,932.96,1065664.679634711,-0.01878,2026-09-10T10:08:20.000Z
colombian-peso,wcop,Colombian Peso,COP,0.00031682,200001,1497.76,631258753.7968985,-0.13496,2026-09-10T10:08:20.000Z
newrails-euro,eurw,Newrails Euro,EUR,1.16,192410,1921528,165451.2736,0.08733,2026-09-10T10:08:20.000Z
token-teknoloji-a-s-euro,eurot,Token Teknoloji A.Ş. EURO,EUR,1.16,186352,2729.74,160000.0,0.10891,2026-09-10T10:08:20.000Z
argentine-peso,wars,Argentine Peso,ARS,0.00063155,183786,7448.72,291000000.0,-0.01229,2026-09-10T10:08:20.000Z
real-mxn,mxne,Real MXN,MXN,0.058861,84113,140.73,1428994.67,,2026-09-02T21:10:50.000Z
celo-kenyan-shilling,kesm,Mento Kenyan Shilling,KES,0.00774241,80110,149.15,10346607.74865894,-0.02657,2026-09-10T10:08:20.000Z
mexican-peso,wmxn,Mexican Peso,MXN,0.059667,57806,188.15,968788.6930900001,0.05648,2026-09-10T10:08:20.000Z
celo-nigerian-naira,ngnm,Mento Nigerian Naira,NGN,0.00073052,56599,9.94,77476873.2520525,,2026-06-24T03:06:20.000Z
puso,phpm,Mento Philippine Peso,PHP,0.01596207,25798,87.23,1616191.117866187,,2026-09-04T16:56:10.000Z
ccop,copm,Mento Colombian Peso,COP,0.00031878,21675,9.93,67994219.89493266,,2026-08-16T05:39:40.000Z
celo-south-african-rand,zarm,Mento South African Rand,ZAR,0.062136,678.85,1.67,10925.17644378038,,2026-09-03T20:59:00.000Z
stablenaira,snr,StableNaira,NGN,0.0,3.9618e-14,14.94,27600988.77,,2026-07-23T17:18:30.000Z
real-usd,usdr,Real USD,BRL,0.452519,0.0,269.83,0.0,0.41153,2026-09-10T10:08:20.000Z
