id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.17,460067933,35419618,394886296.2101681,0.00813,2026-08-27T16:54:30.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.16,169237943,21545615,145270413.36,0.03286,2026-08-27T16:54:30.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.192618,51877501,7294.44,269326367.9473575,-0.454,2026-08-27T16:54:30.000Z
eurite,euri,Eurite,EUR,1.16,38605798,16304936,33139851.48990108,0.02085,2026-08-27T16:54:30.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.17,32161187,686380,27587277.76573348,-0.09672,2026-08-27T16:54:30.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.17,26934208,493633,23105555.81605892,-0.14351,2026-08-27T16:54:30.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.192797,25715888,269734,133381835.715596,-0.42469,2026-08-27T16:54:30.000Z
xsgd,xsgd,XSGD,SGD,0.78706,13042055,389674,16570482.639569,0.10473,2026-08-27T16:54:30.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.655e-05,9831637,14.7,173856905811.0,0.36978,2026-08-27T16:54:30.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.19,7057692,18.46,5907155.64,-0.5605,2026-08-27T16:54:30.000Z
bilira,tryb,BiLira,TRY,0.02058752,5462671,1.25,265338992.626044,,2026-08-27T10:58:30.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.12,5166876,3536756,4613598.585709,0.73075,2026-08-27T16:54:30.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061725,4567540,1585.19,73979922.21510787,0.56915,2026-08-27T16:54:30.000Z
stablr-euro,eurr,StablR Euro,EUR,0.219776,3767646,390.99,17143032.563007,267.88193,2026-08-27T16:54:30.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
vnx-euro,veur,VNX EURO,EUR,1.043,2884205,0.104,2764082.75105,,2026-06-21T12:25:40.000Z
par-stablecoin,par,Parallel,EUR,1.25,2806146,340.91,2240894.0,0.88159,2026-08-27T16:54:30.000Z
brl1,brl1,BRL1,BRL,0.193395,2654314,620899,13724917.54,-0.20314,2026-08-27T16:54:30.000Z
mxnb,mxnb,MXNB,MXN,0.058901,2413782,7470.62,40980098.12821,-0.0244,2026-08-27T16:54:30.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00072081,2291582,13286.16,3179158880.540488,0.04518,2026-08-27T16:54:30.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.199252,1738217,563.75,8723652.5,3.0043,2026-08-27T16:54:30.000Z
celo-euro,eurm,Mento Euro,EUR,1.17,1695646,2871.03,1454799.347515601,-0.26539,2026-08-27T16:54:30.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,,2026-08-03T23:52:30.000Z
ageur,eura,EURA,EUR,1.17,1648306,6709.29,1414385.301184315,-0.14004,2026-08-27T16:54:30.000Z
anchored-coins-eur,aeur,Anchored Coins AEUR,EUR,1.14,1124108,8928.66,983181.76,,2026-07-31T11:00:20.000Z
