id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.16,466098099,26420142,401410182.4498175,-0.08576,2026-09-08T10:12:30.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.16,185923019,23623699,160151761.02,-0.12584,2026-09-08T10:12:30.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.192878,52454856,7411.93,271958541.7015301,-0.17914,2026-09-08T10:12:30.000Z
eurite,euri,Eurite,EUR,1.16,38470958,3541917,33139851.48990108,-0.06602,2026-09-08T10:12:30.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.16,33398898,2034487,28736542.0383499,-0.01396,2026-09-08T10:12:30.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.16,28122786,979989,24203565.63328713,0.07421,2026-09-08T10:12:30.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.192906,23997495,100178,124400076.0138807,-0.10558,2026-09-08T10:12:30.000Z
xsgd,xsgd,XSGD,SGD,0.789042,12827751,646331,16257374.589569,-0.11833,2026-09-08T10:12:30.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.687e-05,9807787,4.5,173856905811.0,1.37932,2026-09-08T10:12:30.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.19,7051875,264.05,5907155.64,0.44141,2026-09-08T10:12:30.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.11,5112211,4819428,4613598.585709,-0.83763,2026-09-08T10:12:30.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061696,4564295,5460.2,73979922.21510787,0.17689,2026-09-08T10:12:30.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
brl1,brl1,BRL1,BRL,0.194298,3061141,137535,15754917.54,0.17352,2026-09-08T10:12:30.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.0007288,2880116,39263,3951872385.286523,-0.173,2026-09-08T10:12:30.000Z
par-stablecoin,par,Parallel,EUR,1.24,2777447,81.1,2240894.0,-0.46303,2026-09-08T10:12:30.000Z
mxnb,mxnb,MXNB,MXN,0.059045,2390943,220089,40493661.43821,-0.38567,2026-09-08T10:12:30.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.193474,1774863,6824.49,9173652.5,-0.37407,2026-09-08T10:12:30.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,,2026-08-03T23:52:30.000Z
ageur,eura,EURA,EUR,1.16,1612171,102457,1389015.617265595,0.00577,2026-09-08T10:12:30.000Z
celo-euro,eurm,Mento Euro,EUR,1.16,1576526,651.38,1355993.731393959,1.10309,2026-09-08T10:12:30.000Z
bilira,tryb,BiLira,TRY,0.02048033,1380833,5.69,67422430.983414,,2026-09-04T07:42:20.000Z
anchored-coins-eur,aeur,Anchored Coins AEUR,EUR,1.14,1124108,8928.66,983181.76,,2026-07-31T11:00:20.000Z
idrx,idrx,IDRX,IDR,5.693e-05,1055219,9344.93,18534124233.14,0.09013,2026-09-08T10:12:30.000Z
stablr-euro,eurr,StablR Euro,EUR,0.059548,1020833,9.01,17143032.563007,,2026-09-08T00:09:40.000Z
vnx-euro,veur,VNX EURO,EUR,0.289208,799394,0.104,2764082.75105,,2026-06-21T12:25:40.000Z
jarvis-synthetic-euro,jeur,Jarvis Synthetic Euro,EUR,1.12,608281,144.16,541556.5405305573,-0.09512,2026-09-08T10:12:30.000Z
