id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.16,464357691,32233571,400333437.3163155,0.26347,2026-09-03T10:10:30.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.16,181671990,29646729,156586509.94,0.25702,2026-09-03T10:10:30.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.194993,52984793,23743,271726968.8449924,0.93797,2026-09-03T10:10:30.000Z
eurite,euri,Eurite,EUR,1.16,38446561,9095513,33139851.48990108,0.28769,2026-09-03T10:10:30.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.16,33282792,1081667,28666582.69509198,0.24304,2026-09-03T10:10:30.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.16,27815779,815336,23964478.29581813,0.1851,2026-09-03T10:10:30.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.195149,22711857,364975,116382352.8540436,1.03321,2026-09-03T10:10:30.000Z
xsgd,xsgd,XSGD,SGD,0.786944,12725269,606657,16170482.639569,0.19579,2026-09-03T10:10:30.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.444e-05,9568456,1.95,173856905811.0,-1.73069,2026-09-03T10:10:30.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.18,6997849,773.75,5907155.64,-0.69223,2026-09-03T10:10:30.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.12,5155592,3828554,4613598.585709,-0.00853,2026-09-03T10:10:30.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061486,4548733,805.04,73979922.21510787,-0.20612,2026-09-03T10:10:30.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.0007254,3605482,9.97,4970365393.913753,0.01848,2026-09-03T10:10:30.000Z
brl1,brl1,BRL1,BRL,0.196092,2789416,456997,14224917.54,1.2518,2026-09-03T10:10:30.000Z
par-stablecoin,par,Parallel,EUR,1.22,2744353,7.47,2240894.0,-0.10768,2026-09-03T10:10:30.000Z
mxnb,mxnb,MXNB,MXN,0.058797,2157509,2439.94,36694341.31821,-0.01191,2026-09-03T10:10:30.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.193187,1704613,2148.76,8823652.5,0.07404,2026-09-03T10:10:30.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,,2026-08-03T23:52:30.000Z
ageur,eura,EURA,EUR,1.16,1638134,7270.95,1410575.514808256,0.36312,2026-09-03T10:10:30.000Z
celo-euro,eurm,Mento Euro,EUR,1.16,1585335,3811.07,1364239.676383153,-0.07847,2026-09-03T10:10:30.000Z
bilira,tryb,BiLira,TRY,0.02045738,1380151,36.71,67422430.983414,,2026-09-03T10:10:30.000Z
anchored-coins-eur,aeur,Anchored Coins AEUR,EUR,1.14,1124108,8928.66,983181.76,,2026-07-31T11:00:20.000Z
idrx,idrx,IDRX,IDR,5.649e-05,1047035,1573.82,18534124233.14,-0.06092,2026-09-03T10:10:30.000Z
stablr-euro,eurr,StablR Euro,EUR,0.059809,1025314,34.22,17143032.563007,0.00405,2026-09-03T05:37:00.000Z
vnx-euro,veur,VNX EURO,EUR,0.289208,799394,0.104,2764082.75105,,2026-06-21T12:25:40.000Z
jarvis-synthetic-euro,jeur,Jarvis Synthetic Euro,EUR,1.13,612534,417.02,541556.5405305573,-0.85977,2026-09-03T10:10:30.000Z
newrails-euro,eurw,Newrails Euro,EUR,1.16,426228,1926702,367484.9036,0.29669,2026-09-03T10:10:30.000Z
tether-eurt,eurt,Euro Tether,EUR,0.058065,241196,30.43,4153902.7318629995,4.49757,2026-09-03T00:06:20.000Z
celo-real-creal,brlm,Mento Brazilian Real,BRL,0.196476,210212,8179.86,1070050.93148799,0.99105,2026-09-03T10:10:30.000Z
colombian-peso,wcop,Colombian Peso,COP,0.00031398,188785,584.0,601258753.7968985,-0.04434,2026-09-03T10:10:30.000Z
token-teknoloji-a-s-euro,eurot,Token Teknoloji A.Ş. EURO,EUR,1.16,185774,3089.68,160000.0,0.30223,2026-09-03T10:10:30.000Z
argentine-peso,wars,Argentine Peso,ARS,0.0006297,183244,1618.08,291000000.0,0.12612,2026-09-03T10:10:30.000Z
real-mxn,mxne,Real MXN,MXN,0.058861,84113,140.73,1428994.67,0.04626,2026-09-02T21:10:50.000Z
celo-kenyan-shilling,kesm,Mento Kenyan Shilling,KES,0.00774892,80171,237.38,10346479.60305894,0.00616,2026-09-03T10:10:30.000Z
mexican-peso,wmxn,Mexican Peso,MXN,0.058766,56932,228.15,968788.6930900001,-0.54305,2026-09-03T10:10:30.000Z
celo-nigerian-naira,ngnm,Mento Nigerian Naira,NGN,0.00073052,56599,9.94,77476873.2520525,,2026-06-24T03:06:20.000Z
puso,phpm,Mento Philippine Peso,PHP,0.01600151,25825,20.03,1613925.601507732,-0.00369,2026-09-03T10:08:10.000Z
ccop,copm,Mento Colombian Peso,COP,0.00031878,21675,9.93,67994219.89493266,,2026-08-16T05:39:40.000Z
celo-south-african-rand,zarm,Mento South African Rand,ZAR,0.062129,680.44,1.84,10952.02504179932,,2026-08-31T09:48:30.000Z
