id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.16,466478333,36139575,402389834.6441735,-0.34033,2026-09-11T10:06:20.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.16,191780908,34630909,165425680.15,-0.34962,2026-09-11T10:06:20.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.195593,53267122,44072,272342555.8267211,-0.03205,2026-09-11T10:06:20.000Z
eurite,euri,Eurite,EUR,1.16,38420450,11646541,33139851.48990108,-0.32621,2026-09-11T10:06:20.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.16,32885042,1030411,28345557.61255822,-0.35676,2026-09-11T10:06:20.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.16,27512281,486684,23701564.66622968,-0.29474,2026-09-11T10:06:20.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.195396,22940195,900174,117405931.1466987,-0.27819,2026-09-11T10:06:20.000Z
xsgd,xsgd,XSGD,SGD,0.788752,13003865,462285,16487374.589569,-0.15931,2026-09-11T10:06:20.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.501e-05,9564354,3.94,173856905811.0,,2026-09-10T01:53:20.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.19,7035005,433.56,5907155.64,-0.48796,2026-09-11T10:06:20.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.13,5215355,3766736,4613598.585709,0.01951,2026-09-11T10:06:20.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.06134,4416384,5224.54,72000353.81510787,-0.64292,2026-09-11T10:06:20.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
brl1,brl1,BRL1,BRL,0.195466,2888954,702049,14779779.54,0.02591,2026-09-11T10:06:20.000Z
par-stablecoin,par,Parallel,EUR,1.21,2718888,1674.53,2240894.0,-1.84517,2026-09-11T10:06:20.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00072855,2647570,2322.34,3634037144.710523,0.31969,2026-09-11T10:06:20.000Z
mxnb,mxnb,MXNB,MXN,0.058867,2405658,7549.52,40866959.47821,-0.12169,2026-09-11T10:06:20.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.195078,1789540,340.94,9173652.5,0.15268,2026-09-11T10:06:20.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,,2026-08-03T23:52:30.000Z
ageur,eura,EURA,EUR,1.16,1608957,56652,1386952.178344593,-0.2126,2026-09-11T10:06:20.000Z
celo-euro,eurm,Mento Euro,EUR,1.17,1578356,1321.37,1354314.906281173,0.39845,2026-09-11T10:06:20.000Z
bilira,tryb,BiLira,TRY,0.02048033,1380833,5.69,67422430.983414,,2026-09-04T07:42:20.000Z
anchored-coins-eur,aeur,Anchored Coins AEUR,EUR,1.14,1124108,8928.66,983181.76,,2026-07-31T11:00:20.000Z
idrx,idrx,IDRX,IDR,5.712e-05,1058681,4055.49,18534124233.14,0.15379,2026-09-11T10:06:20.000Z
stablr-euro,eurr,StablR Euro,EUR,0.059636,1022345,7.85,17143032.563007,,2026-09-09T23:56:40.000Z
vnx-euro,veur,VNX EURO,EUR,0.289208,799394,0.104,2764082.75105,,2026-06-21T12:25:40.000Z
jarvis-synthetic-euro,jeur,Jarvis Synthetic Euro,EUR,1.11,602228,1384.52,541556.5405305573,-1.3057,2026-09-11T10:06:20.000Z
tether-eurt,eurt,Euro Tether,EUR,0.056635,235255,45.13,4153902.7318629995,,2026-09-10T19:31:30.000Z
