id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.16,463042288,30411803,400263853.5486701,-0.19476,2026-09-02T10:00:30.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.16,181192315,14314433,156586509.94,-0.19512,2026-09-02T10:00:30.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.193159,52492454,19459.5,271781197.232308,0.62434,2026-09-02T10:00:30.000Z
eurite,euri,Eurite,EUR,1.16,38332234,4780627,33139851.48990108,-0.22883,2026-09-02T10:00:30.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.16,33010287,982078,28492821.69881031,0.06966,2026-09-02T10:00:30.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.16,27818954,539979,24013442.35487545,0.08508,2026-09-02T10:00:30.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.193133,25172528,215528,130341103.7254174,0.59687,2026-09-02T10:00:30.000Z
xsgd,xsgd,XSGD,SGD,0.78583,12903061,381437,16420482.639569,0.02334,2026-09-02T10:00:30.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.53e-05,9613157,12.66,173856905811.0,-2.23361,2026-09-02T10:00:30.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.19,7047572,136.89,5907155.64,,2026-09-02T10:00:30.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.12,5157377,4044279,4613598.585709,-0.04044,2026-09-02T10:00:30.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061655,4561127,793.12,73979922.21510787,0.03411,2026-09-02T10:00:30.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
