id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.16,467442266,24930550,402549019.6854245,-0.09133,2026-09-05T09:27:30.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.16,187267823,31625271,161288989.91,-0.07973,2026-09-05T09:27:30.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.194125,52747830,14119.74,271719077.0552431,0.00914,2026-09-05T09:27:30.000Z
eurite,euri,Eurite,EUR,1.16,38465044,3346676,33139851.48990108,-0.11856,2026-09-05T09:27:30.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.16,32611907,730205,28085363.35867353,-0.14682,2026-09-05T09:27:30.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.16,27379050,495906,23568687.05559946,-0.16344,2026-09-05T09:27:30.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.194275,27260818,213903,140320153.4525844,0.03867,2026-09-05T09:27:30.000Z
xsgd,xsgd,XSGD,SGD,0.789125,12829139,414485,16257374.589569,0.07839,2026-09-05T09:27:30.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.653e-05,9827444,16.79,173856905811.0,0.26839,2026-09-05T09:27:30.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.19,7016908,121.19,5907155.64,-0.07907,2026-09-05T09:27:30.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.12,5162128,3799721,4613598.585709,0.02972,2026-09-05T09:27:30.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061644,4560474,9461.7,73979922.21510787,0.20106,2026-09-05T09:27:30.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00072935,3099281,725.65,4249325360.286523,0.39466,2026-09-05T09:27:30.000Z
brl1,brl1,BRL1,BRL,0.194557,2967947,266927,15254917.54,-0.42677,2026-09-05T09:27:30.000Z
par-stablecoin,par,Parallel,EUR,1.24,2778409,39.28,2240894.0,-1.07297,2026-09-05T09:27:30.000Z
mxnb,mxnb,MXNB,MXN,0.059241,2408698,223061,40659414.65821,0.48763,2026-09-05T09:27:30.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.194144,1751898,557.25,9023652.5,0.16604,2026-09-05T09:27:30.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,,2026-08-03T23:52:30.000Z
ageur,eura,EURA,EUR,1.16,1641160,39757,1413179.223210015,-0.13252,2026-09-05T09:27:30.000Z
celo-euro,eurm,Mento Euro,EUR,1.16,1573708,2138.16,1356210.627134639,0.01089,2026-09-05T09:27:30.000Z
bilira,tryb,BiLira,TRY,0.02048033,1380833,5.69,67422430.983414,,2026-09-04T07:42:20.000Z
anchored-coins-eur,aeur,Anchored Coins AEUR,EUR,1.14,1124108,8928.66,983181.76,,2026-07-31T11:00:20.000Z
idrx,idrx,IDRX,IDR,5.68e-05,1052812,7732.09,18534124233.14,0.26714,2026-09-05T09:27:30.000Z
stablr-euro,eurr,StablR Euro,EUR,0.059809,1025314,34.22,17143032.563007,,2026-09-03T05:37:00.000Z
vnx-euro,veur,VNX EURO,EUR,0.289208,799394,0.104,2764082.75105,,2026-06-21T12:25:40.000Z
jarvis-synthetic-euro,jeur,Jarvis Synthetic Euro,EUR,1.13,612784,294.54,541556.5405305573,0.39218,2026-09-05T09:27:30.000Z
newrails-euro,eurw,Newrails Euro,EUR,1.16,297881,987516,256610.0536,-0.11983,2026-09-05T09:27:30.000Z
tether-eurt,eurt,Euro Tether,EUR,0.053987,224259,171.02,4153902.7318629995,,2026-09-05T09:27:30.000Z
celo-real-creal,brlm,Mento Brazilian Real,BRL,0.19542,211261,3313.25,1081054.368294639,-0.12754,2026-09-05T09:27:30.000Z
colombian-peso,wcop,Colombian Peso,COP,0.00031581,189887,342.58,601258753.7968985,0.57552,2026-09-05T09:27:30.000Z
token-teknoloji-a-s-euro,eurot,Token Teknoloji A.Ş. EURO,EUR,1.16,185714,3445.08,160000.0,-0.13758,2026-09-05T09:27:30.000Z
argentine-peso,wars,Argentine Peso,ARS,0.00063398,184490,30741,291000000.0,0.44622,2026-09-05T09:27:30.000Z
real-mxn,mxne,Real MXN,MXN,0.058861,84113,140.73,1428994.67,,2026-09-02T21:10:50.000Z
celo-kenyan-shilling,kesm,Mento Kenyan Shilling,KES,0.00774659,80150,154.63,10346479.60305894,0.10189,2026-09-05T09:27:30.000Z
mexican-peso,wmxn,Mexican Peso,MXN,0.059333,57482,225.84,968788.6930900001,0.10116,2026-09-05T09:27:30.000Z
celo-nigerian-naira,ngnm,Mento Nigerian Naira,NGN,0.00073052,56599,9.94,77476873.2520525,,2026-06-24T03:06:20.000Z
puso,phpm,Mento Philippine Peso,PHP,0.01596207,25798,87.23,1616191.117866187,0.01523,2026-09-04T16:56:10.000Z
ccop,copm,Mento Colombian Peso,COP,0.00031878,21675,9.93,67994219.89493266,,2026-08-16T05:39:40.000Z
celo-south-african-rand,zarm,Mento South African Rand,ZAR,0.062136,678.85,1.67,10925.17644378038,,2026-09-03T20:59:00.000Z
stablenaira,snr,StableNaira,NGN,0.0,3.9618e-14,14.94,27600988.77,,2026-07-23T17:18:30.000Z
real-usd,usdr,Real USD,BRL,0.450581,0.0,621.61,0.0,0.98995,2026-09-05T09:27:30.000Z
