id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.14,458572738,25751888,402523978.6631472,0.20829,2026-09-25T10:38:10.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.14,191122365,29820477,167780470.33,0.21817,2026-09-25T10:38:10.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.192054,52448015,17086.92,273101893.9566573,-0.35458,2026-09-25T10:38:10.000Z
eurite,euri,Eurite,EUR,1.14,37759853,1240959,33139851.48990108,0.23862,2026-09-25T10:38:10.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.14,34174698,1053814,30007310.07313145,0.1191,2026-09-25T10:38:10.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.14,28575168,623968,25153294.59806868,-0.27455,2026-09-25T10:38:10.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.192451,24838432,217935,129068943.6204196,-0.29252,2026-09-25T10:38:10.000Z
xsgd,xsgd,XSGD,SGD,0.781367,12900776,664680,16511373.239569,0.08095,2026-09-25T10:38:10.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.604e-05,9743447,1.35,173856905811.0,,2026-09-25T10:38:10.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.19,7022513,157.35,5907155.64,-0.03325,2026-09-25T10:38:10.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.13,5257458,1186551,4643523.285709,-0.00235,2026-09-25T10:38:10.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061326,4415534,6481.64,72004353.81510787,0.487,2026-09-25T10:38:10.000Z
brl1,brl1,BRL1,BRL,0.192681,4037710,290548,20954917.54,-0.43525,2026-09-25T10:38:10.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00072985,3232887,16168.04,4429554666.800523,0.29522,2026-09-25T10:38:10.000Z
mxnb,mxnb,MXNB,MXN,0.056597,2975615,55575,52576202.995032,-0.83451,2026-09-25T10:38:10.000Z
par-stablecoin,par,Parallel,EUR,1.23,2757706,98.55,2240894.0,0.99189,2026-09-25T10:38:10.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.193188,1736651,12378.82,8989707.724787494,-0.25943,2026-09-25T10:38:10.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,,2026-08-03T23:52:30.000Z
celo-euro,eurm,Mento Euro,EUR,1.15,1570329,9027.57,1371282.758887593,0.59537,2026-09-25T10:38:10.000Z
ageur,eura,EURA,EUR,1.14,1457532,5269.38,1281660.387464297,-0.04056,2026-09-25T10:38:10.000Z
stablr-euro,eurr,StablR Euro,EUR,0.075004,1285799,843.21,17143032.563007,,2026-09-24T22:21:10.000Z
anchored-coins-eur,aeur,Anchored Coins AEUR,EUR,1.14,1124108,8928.66,983181.76,,2026-07-31T11:00:20.000Z
idrx,idrx,IDRX,IDR,5.61e-05,1039732,21020,18534124233.14,-0.55041,2026-09-25T10:38:10.000Z
bilira,tryb,BiLira,TRY,0.02049427,938927,1.93,45814144.359267,,2026-09-23T10:13:20.000Z
vnx-euro,veur,VNX EURO,EUR,0.289208,799394,0.104,2764082.75105,,2026-06-21T12:25:40.000Z
jarvis-synthetic-euro,jeur,Jarvis Synthetic Euro,EUR,1.14,600240,318.49,524162.6596441626,0.63359,2026-09-25T10:38:10.000Z
newrails-euro,eurw,Newrails Euro,EUR,1.14,378426,2699605,332166.3036,0.32451,2026-09-25T10:38:10.000Z
tether-eurt,eurt,Euro Tether,EUR,0.06193,257241,4.61,4153902.7318629995,0.31062,2026-09-25T10:38:10.000Z
celo-real-creal,brlm,Mento Brazilian Real,BRL,0.193072,218038,4857.72,1129341.698498085,-0.43077,2026-09-25T10:38:10.000Z
colombian-peso,wcop,Colombian Peso,COP,0.00031042,195948,1944.56,631258753.7968985,-1.19958,2026-09-25T10:38:10.000Z
token-teknoloji-a-s-euro,eurot,Token Teknoloji A.Ş. EURO,EUR,1.14,182342,2779.57,160000.0,0.09666,2026-09-25T10:38:10.000Z
argentine-peso,wars,Argentine Peso,ARS,0.00062283,181239,19006.95,291000000.0,-0.11614,2026-09-25T10:38:10.000Z
mexican-peso,wmxn,Mexican Peso,MXN,0.057476,166030,3609.93,2888788.693089999,-0.57224,2026-09-25T10:38:10.000Z
real-mxn,mxne,Real MXN,MXN,0.056613,80900,506.94,1428994.67,,2026-09-25T03:59:30.000Z
celo-kenyan-shilling,kesm,Mento Kenyan Shilling,KES,0.00770608,79660,582.6,10338080.83306853,0.53299,2026-09-25T10:38:10.000Z
celo-nigerian-naira,ngnm,Mento Nigerian Naira,NGN,0.00073052,56599,9.94,77476873.2520525,,2026-06-24T03:06:20.000Z
puso,phpm,Mento Philippine Peso,PHP,0.01597513,25807,4.13,1615432.565065448,,2026-09-23T22:22:30.000Z
ccop,copm,Mento Colombian Peso,COP,0.00031878,21675,9.93,67994219.89493266,,2026-08-16T05:39:40.000Z
nora-brazil-real,brs,Nora Brazilian Real Stablecoin,BRL,0.192452,9073.9,25671,47150.89,-0.28502,2026-09-25T10:38:10.000Z
celo-south-african-rand,zarm,Mento South African Rand,ZAR,0.061234,675.53,1.87,11031.96180693888,-0.00015,2026-09-24T16:31:50.000Z
stablenaira,snr,StableNaira,NGN,0.0,3.9618e-14,14.94,27600988.77,,2026-07-23T17:18:30.000Z
real-usd,usdr,Real USD,BRL,0.431947,0.0,9524.39,0.0,1.70703,2026-09-25T10:38:10.000Z
