id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.16,468352397,7440206,404109642.3047085,0.00788,2026-09-13T10:42:20.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.16,191718256,4111551,165425680.15,-0.00819,2026-09-13T10:42:20.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.193895,52883081,3252.07,272741652.8472262,-0.28921,2026-09-13T10:42:20.000Z
eurite,euri,Eurite,EUR,1.16,38408607,1354357,33139851.48990108,-0.03825,2026-09-13T10:42:20.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.16,32958015,258650,28434159.23750768,-0.13055,2026-09-13T10:42:20.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.193853,31702188,55225,163537629.1745122,-0.18475,2026-09-13T10:42:20.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.16,27698552,201174,23896292.42244491,-0.10126,2026-09-13T10:42:20.000Z
xsgd,xsgd,XSGD,SGD,0.788967,13008390,165686,16487374.589569,-0.02205,2026-09-13T10:42:20.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.733e-05,9966477,5.36,173856905811.0,,2026-09-13T10:42:20.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.19,7035884,87.4,5907155.64,0.87282,2026-09-13T10:42:20.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.13,5227407,3460983,4613598.585709,0.05485,2026-09-13T10:42:20.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061688,4441523,924.37,72000353.81510787,0.03181,2026-09-13T10:42:20.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
brl1,brl1,BRL1,BRL,0.194414,2868558,65475,14754917.54,-0.33627,2026-09-13T10:42:20.000Z
par-stablecoin,par,Parallel,EUR,1.23,2748833,128.09,2240894.0,0.28433,2026-09-13T10:42:20.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00072941,2544928,51.78,3489035694.710523,-0.29828,2026-09-13T10:42:20.000Z
mxnb,mxnb,MXNB,MXN,0.058901,2453903,402.63,41661368.46821,0.06397,2026-09-13T10:42:20.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.194306,1782496,847.97,9173652.5,0.0716,2026-09-13T10:42:20.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,,2026-08-03T23:52:30.000Z
ageur,eura,EURA,EUR,1.18,1640614,15104.38,1392141.887353581,1.21021,2026-09-13T10:42:20.000Z
celo-euro,eurm,Mento Euro,EUR,1.16,1576878,2386.62,1354314.906281173,0.80031,2026-09-13T10:42:20.000Z
bilira,tryb,BiLira,TRY,0.02048033,1380833,5.69,67422430.983414,,2026-09-04T07:42:20.000Z
anchored-coins-eur,aeur,Anchored Coins AEUR,EUR,1.14,1124108,8928.66,983181.76,,2026-07-31T11:00:20.000Z
idrx,idrx,IDRX,IDR,5.701e-05,1056655,461.42,18534124233.14,-0.02765,2026-09-13T10:42:20.000Z
stablr-euro,eurr,StablR Euro,EUR,0.059636,1022345,7.85,17143032.563007,,2026-09-09T23:56:40.000Z
vnx-euro,veur,VNX EURO,EUR,0.289208,799394,0.104,2764082.75105,,2026-06-21T12:25:40.000Z
jarvis-synthetic-euro,jeur,Jarvis Synthetic Euro,EUR,1.1,598470,165.23,541556.5405305573,-0.54384,2026-09-13T10:42:20.000Z
newrails-euro,eurw,Newrails Euro,EUR,1.16,410615,1016357,354365.9736,-0.00577,2026-09-13T10:42:20.000Z
tether-eurt,eurt,Euro Tether,EUR,0.059823,248498,201.68,4153902.7318629995,6.93504,2026-09-13T10:42:20.000Z
celo-real-creal,brlm,Mento Brazilian Real,BRL,0.196071,211432,43.55,1077286.457984782,0.80392,2026-09-13T10:42:20.000Z
colombian-peso,wcop,Colombian Peso,COP,0.0003198,201875,226.03,631258753.7968985,0.46918,2026-09-13T10:42:20.000Z
token-teknoloji-a-s-euro,eurot,Token Teknoloji A.Ş. EURO,EUR,1.17,186961,1580.8,160000.0,0.63209,2026-09-13T10:42:20.000Z
argentine-peso,wars,Argentine Peso,ARS,0.00062805,182761,7221.55,291000000.0,-0.2693,2026-09-13T10:42:20.000Z
real-mxn,mxne,Real MXN,MXN,0.058861,84113,140.73,1428994.67,,2026-09-02T21:10:50.000Z
celo-kenyan-shilling,kesm,Mento Kenyan Shilling,KES,0.00774621,80155,100.34,10346607.84432118,0.12669,2026-09-13T10:42:20.000Z
mexican-peso,wmxn,Mexican Peso,MXN,0.059412,57557,119.88,968788.6930900001,0.0248,2026-09-13T10:42:20.000Z
celo-nigerian-naira,ngnm,Mento Nigerian Naira,NGN,0.00073052,56599,9.94,77476873.2520525,,2026-06-24T03:06:20.000Z
puso,phpm,Mento Philippine Peso,PHP,0.01595715,25790,2.44,1616209.753568861,-0.01152,2026-09-13T10:42:20.000Z
ccop,copm,Mento Colombian Peso,COP,0.00031878,21675,9.93,67994219.89493266,,2026-08-16T05:39:40.000Z
celo-south-african-rand,zarm,Mento South African Rand,ZAR,0.062076,681.09,1.91,10971.83518684179,,2026-09-11T00:21:10.000Z
stablenaira,snr,StableNaira,NGN,0.0,3.9618e-14,14.94,27600988.77,,2026-07-23T17:18:30.000Z
real-usd,usdr,Real USD,BRL,0.439567,0.0,30.09,0.0,-0.65036,2026-09-13T10:42:20.000Z
