id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.16,466239227,10853277,401493851.9121785,0.0222,2026-09-06T09:46:20.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.16,187217777,9398359,161288989.91,-0.01844,2026-09-06T09:46:20.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.193727,52672478,11715.51,271889944.346766,-0.34147,2026-09-06T09:46:20.000Z
eurite,euri,Eurite,EUR,1.16,38454855,1701532,33139851.48990108,-0.01909,2026-09-06T09:46:20.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.16,32790282,318298,28235713.90851644,-0.09113,2026-09-06T09:46:20.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.16,27510952,383322,23700596.15641092,-0.11758,2026-09-06T09:46:20.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.193877,27426523,74791,141463417.1932843,-0.34091,2026-09-06T09:46:20.000Z
xsgd,xsgd,XSGD,SGD,0.788465,12818366,178868,16257374.589569,-0.09251,2026-09-06T09:46:20.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.591e-05,9720494,21.51,173856905811.0,-1.08485,2026-09-06T03:56:00.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.19,7015652,5.0,5907155.64,-0.01907,2026-09-06T09:46:20.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.12,5157713,4059973,4613598.585709,-0.1174,2026-09-06T09:46:20.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061621,4558751,581.05,73979922.21510787,-0.0467,2026-09-06T09:46:20.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
