id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.16,459990021,32196936,397337978.4786681,-0.56427,2026-08-29T11:53:20.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.16,181401882,12219802,156645983.99,-0.55172,2026-08-29T11:53:20.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.191687,52079223,22223,271689533.913898,-0.46908,2026-08-29T11:53:20.000Z
eurite,euri,Eurite,EUR,1.16,38352587,15270734,33139851.48990108,-0.57051,2026-08-29T11:53:20.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.191841,34493478,239975,179803352.4813854,-0.42218,2026-08-29T11:53:20.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.16,32696387,1100200,28226202.59629807,-0.01316,2026-08-29T11:53:20.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.16,27477311,781036,23723880.25740465,0.01123,2026-08-29T11:53:20.000Z
xsgd,xsgd,XSGD,SGD,0.78547,13015583,401892,16570482.639569,-0.18906,2026-08-29T11:53:20.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.656e-05,9833418,14.71,173856905811.0,,2026-08-28T00:29:00.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.19,7017564,13820.81,5907155.64,-0.43489,2026-08-29T11:53:20.000Z
bilira,tryb,BiLira,TRY,0.02058752,5462671,1.25,265338992.626044,,2026-08-27T10:58:30.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.12,5166121,3401678,4613598.585709,-0.10717,2026-08-29T11:53:20.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061496,4549465,4530.93,73979922.21510787,-0.01893,2026-08-29T11:53:20.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
par-stablecoin,par,Parallel,EUR,1.24,2768251,196.25,2240894.0,-1.16443,2026-08-29T11:53:20.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00072642,2673257,4606.56,3680046224.713752,0.71197,2026-08-29T11:53:20.000Z
brl1,brl1,BRL1,BRL,0.192367,2640232,401228,13724917.54,-0.68166,2026-08-29T11:53:20.000Z
mxnb,mxnb,MXNB,MXN,0.058888,2190728,29048,37201696.07821,0.02179,2026-08-29T11:53:20.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.192676,1680832,3298.63,8723652.5,0.14559,2026-08-29T11:53:20.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,,2026-08-03T23:52:30.000Z
ageur,eura,EURA,EUR,1.16,1641664,27614,1417572.467984756,-0.13362,2026-08-29T11:53:20.000Z
celo-euro,eurm,Mento Euro,EUR,1.16,1584251,22498,1364635.224246877,-0.38301,2026-08-29T11:53:20.000Z
anchored-coins-eur,aeur,Anchored Coins AEUR,EUR,1.14,1124108,8928.66,983181.76,,2026-07-31T11:00:20.000Z
idrx,idrx,IDRX,IDR,5.672e-05,1051219,1840.01,18534124233.14,0.24253,2026-08-29T11:53:20.000Z
stablr-euro,eurr,StablR Euro,EUR,0.059254,1015795,214.52,17143032.563007,-61.86279,2026-08-29T11:53:20.000Z
vnx-euro,veur,VNX EURO,EUR,0.289208,799394,0.104,2764082.75105,,2026-06-21T12:25:40.000Z
jarvis-synthetic-euro,jeur,Jarvis Synthetic Euro,EUR,1.14,619261,537.98,541556.5405305573,-0.16358,2026-08-29T11:53:20.000Z
newrails-euro,eurw,Newrails Euro,EUR,1.16,329943,1334019,285017.1636,-0.57068,2026-08-29T11:53:20.000Z
