id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.17,460420463,33252997,394774691.5785041,0.07767,2026-08-26T06:10:20.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.17,169420036,23569280,145270413.36,0.0493,2026-08-26T06:10:20.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.193133,52027438,10115.32,269232080.7259139,0.03009,2026-08-26T06:10:20.000Z
eurite,euri,Eurite,EUR,1.17,38658975,19380258,33139851.48990108,0.09911,2026-08-26T06:10:20.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.17,32037841,639779,27422302.09002429,0.14244,2026-08-26T06:10:20.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.193209,28336705,172157,146596606.0402611,-0.01587,2026-08-26T06:10:20.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.17,26873070,417364,22994625.61034973,0.20748,2026-08-26T06:10:20.000Z
xsgd,xsgd,XSGD,SGD,0.787601,13051494,351588,16570482.639569,0.15683,2026-08-26T06:10:20.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.49e-05,9544699,2.42,173856905811.0,,2026-08-23T17:28:20.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.13,6680289,3.78,5907155.64,-5.53311,2026-08-26T06:10:20.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.11,5131852,3438948,4613598.585709,-0.13837,2026-08-26T06:10:20.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061517,4551184,216.9,73979922.21510787,0.00078,2026-08-26T06:10:20.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
vnx-euro,veur,VNX EURO,EUR,1.043,2884205,0.104,2764082.75105,,2026-06-21T12:25:40.000Z
par-stablecoin,par,Parallel,EUR,1.24,2786252,178.41,2240894.0,-0.71803,2026-08-26T06:10:20.000Z
brl1,brl1,BRL1,BRL,0.194279,2666385,429070,13724917.54,0.20791,2026-08-26T06:10:20.000Z
mxnb,mxnb,MXNB,MXN,0.058922,2311022,9677.7,39221520.97821,-33.20087,2026-08-26T06:10:20.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00072049,2290565,17595.61,3179158880.540488,0.05822,2026-08-26T06:10:20.000Z
bilira,tryb,BiLira,TRY,0.02054656,1751258,4.11,85230100.678148,,2026-08-26T06:10:20.000Z
celo-euro,eurm,Mento Euro,EUR,1.17,1695484,1095.36,1454799.347515601,-0.00498,2026-08-26T06:10:20.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.193325,1686571,469.2,8723652.5,0.28572,2026-08-26T06:10:20.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,,2026-08-03T23:52:30.000Z
ageur,eura,EURA,EUR,1.17,1653713,4498.53,1417077.703536024,0.08647,2026-08-26T06:10:20.000Z
stablr-euro,eurr,StablR Euro,EUR,0.066112,1133391,110.65,17143032.563007,1.61722,2026-08-26T06:10:20.000Z
anchored-coins-eur,aeur,Anchored Coins AEUR,EUR,1.14,1124108,8928.66,983181.76,,2026-07-31T11:00:20.000Z
idrx,idrx,IDRX,IDR,5.683e-05,1053331,88071,18534124233.14,0.43988,2026-08-26T06:10:20.000Z
jarvis-synthetic-euro,jeur,Jarvis Synthetic Euro,EUR,1.15,621715,376.71,541556.5405305573,-0.89327,2026-08-26T06:10:20.000Z
newrails-euro,eurw,Newrails Euro,EUR,1.17,405196,1777270,347389.6136,0.11671,2026-08-26T06:10:20.000Z
tether-eurt,eurt,Euro Tether,EUR,0.054534,226528,69.1,4153902.7318629995,-1.56367,2026-08-26T03:56:30.000Z
celo-real-creal,brlm,Mento Brazilian Real,BRL,0.194176,216065,175.96,1112692.142296729,0.01416,2026-08-26T06:10:20.000Z
token-teknoloji-a-s-euro,eurot,Token Teknoloji A.Ş. EURO,EUR,1.17,186772,4769.82,160000.0,0.03516,2026-08-26T06:10:20.000Z
argentine-peso,wars,Argentine Peso,ARS,0.00062873,182966,7236.5,291000000.0,-0.17825,2026-08-26T06:10:20.000Z
celo-kenyan-shilling,kesm,Mento Kenyan Shilling,KES,0.00774397,164882,23.94,21290976.72519865,0.01287,2026-08-26T06:10:20.000Z
real-mxn,mxne,Real MXN,MXN,0.059263,84687,5.55,1428994.67,,2026-08-26T00:13:50.000Z
colombian-peso,wcop,Colombian Peso,COP,0.00032356,80017,519.0,247298753.7968985,-0.1021,2026-08-26T06:10:20.000Z
mexican-peso,wmxn,Mexican Peso,MXN,0.058777,56944,196.07,968788.6930900001,0.07019,2026-08-26T06:10:20.000Z
celo-nigerian-naira,ngnm,Mento Nigerian Naira,NGN,0.00073052,56599,9.94,77476873.2520525,,2026-06-24T03:06:20.000Z
celo-south-african-rand,zarm,Mento South African Rand,ZAR,0.061794,50324,1.61,814379.4936947487,,2026-08-19T22:40:30.000Z
puso,phpm,Mento Philippine Peso,PHP,0.01619896,25989,2.98,1604389.535864435,0.01501,2026-08-26T01:29:40.000Z
ccop,copm,Mento Colombian Peso,COP,0.00031878,21675,9.93,67994219.89493266,,2026-08-16T05:39:40.000Z
seur,seur,sEUR,EUR,0.01848619,18393.83,0.924309,995003.8666365609,,2026-06-27T06:42:30.000Z
stablenaira,snr,StableNaira,NGN,0.0,3.9618e-14,14.94,27600988.77,,2026-07-23T17:18:30.000Z
real-usd,usdr,Real USD,BRL,0.450375,0.0,826.29,0.0,-0.4364,2026-08-26T06:10:20.000Z
