id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.16,455182155,32445348,392736822.0575311,-0.09544,2026-09-01T10:32:30.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.16,181451510,15246846,156586509.94,-0.11139,2026-09-01T10:32:30.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.191939,52165165,40331,271777448.6018774,0.22354,2026-09-01T10:32:30.000Z
eurite,euri,Eurite,EUR,1.16,38417001,8492587,33139851.48990108,-0.0412,2026-09-01T10:32:30.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.16,33096008,654939,28496191.24807429,0.43585,2026-09-01T10:32:30.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.16,27859906,441488,23991933.64331848,0.42264,2026-09-01T10:32:30.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.191977,24615302,264458,128218704.1140931,0.22871,2026-09-01T10:32:30.000Z
xsgd,xsgd,XSGD,SGD,0.785613,12900165,458981,16420482.639569,0.16117,2026-09-01T10:32:30.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.648e-05,9819106,29.61,173856905811.0,3.18211,2026-09-01T10:32:30.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.19,7039714,4.6,5907155.64,-2.68762,2026-09-01T07:37:50.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.12,5159823,4334118,4613598.585709,-0.0133,2026-09-01T10:32:30.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061632,4559547,3777.26,73979922.21510787,,2026-09-01T10:32:30.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
bilira,tryb,BiLira,TRY,0.02085411,3459165,20854,165874504.801872,0.00194,2026-08-31T17:22:00.000Z
par-stablecoin,par,Parallel,EUR,1.24,2774033,133.09,2240894.0,-0.04819,2026-09-01T10:32:30.000Z
brl1,brl1,BRL1,BRL,0.192691,2741013,426678,14224917.54,0.23947,2026-09-01T10:32:30.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00072752,2422601,18617.8,3329961223.913752,0.37936,2026-09-01T10:32:30.000Z
mxnb,mxnb,MXNB,MXN,0.058776,2160117,683.38,36751886.46821,0.06692,2026-09-01T10:32:30.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.19278,1681762,2818.06,8723652.5,-0.81884,2026-09-01T10:32:30.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,,2026-08-03T23:52:30.000Z
ageur,eura,EURA,EUR,1.16,1641704,2892.06,1414521.914854254,0.28554,2026-09-01T10:32:30.000Z
celo-euro,eurm,Mento Euro,EUR,1.16,1586771,756.22,1364239.676383153,0.56869,2026-09-01T10:32:30.000Z
anchored-coins-eur,aeur,Anchored Coins AEUR,EUR,1.14,1124108,8928.66,983181.76,,2026-07-31T11:00:20.000Z
idrx,idrx,IDRX,IDR,5.661e-05,1049268,16478.2,18534124233.14,-0.02959,2026-09-01T10:32:30.000Z
stablr-euro,eurr,StablR Euro,EUR,0.059432,1018844,21.26,17143032.563007,,2026-09-01T10:32:30.000Z
vnx-euro,veur,VNX EURO,EUR,0.289208,799394,0.104,2764082.75105,,2026-06-21T12:25:40.000Z
jarvis-synthetic-euro,jeur,Jarvis Synthetic Euro,EUR,1.14,619170,177.29,541556.5405305573,0.06929,2026-09-01T10:32:30.000Z
newrails-euro,eurw,Newrails Euro,EUR,1.16,229006,1425247,197625.7236,-0.10806,2026-09-01T10:32:30.000Z
tether-eurt,eurt,Euro Tether,EUR,0.055022,228556,0.445629,4153902.7318629995,-6.73563,2026-08-31T21:05:30.000Z
celo-real-creal,brlm,Mento Brazilian Real,BRL,0.193031,219151,3741.6,1135315.164773969,0.46384,2026-09-01T10:32:30.000Z
colombian-peso,wcop,Colombian Peso,COP,0.00031612,190072,342.38,601258753.7968985,-0.01738,2026-09-01T10:32:30.000Z
token-teknoloji-a-s-euro,eurot,Token Teknoloji A.Ş. EURO,EUR,1.16,185652,2515.94,160000.0,-0.09859,2026-09-01T10:32:30.000Z
argentine-peso,wars,Argentine Peso,ARS,0.0006288,182974,4596.97,291000000.0,-0.0059,2026-09-01T10:32:30.000Z
real-mxn,mxne,Real MXN,MXN,0.058579,83710,39.27,1428994.67,,2026-08-30T03:13:20.000Z
celo-kenyan-shilling,kesm,Mento Kenyan Shilling,KES,0.00774316,80114,132.32,10346465.27979865,-0.02666,2026-09-01T10:32:30.000Z
mexican-peso,wmxn,Mexican Peso,MXN,0.059062,57218,145.14,968788.6930900001,0.04425,2026-09-01T10:32:30.000Z
celo-nigerian-naira,ngnm,Mento Nigerian Naira,NGN,0.00073052,56599,9.94,77476873.2520525,,2026-06-24T03:06:20.000Z
puso,phpm,Mento Philippine Peso,PHP,0.01605803,25873,4.22,1611188.776478062,-0.00179,2026-09-01T10:32:30.000Z
ccop,copm,Mento Colombian Peso,COP,0.00031878,21675,9.93,67994219.89493266,,2026-08-16T05:39:40.000Z
celo-south-african-rand,zarm,Mento South African Rand,ZAR,0.062129,680.44,1.84,10952.02504179932,0.0,2026-08-31T09:48:30.000Z
stablenaira,snr,StableNaira,NGN,0.0,3.9618e-14,14.94,27600988.77,,2026-07-23T17:18:30.000Z
