id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.14,464843106,33012510,407438349.9330222,-0.45028,2026-09-23T10:23:20.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.14,191403817,29683051,167780470.33,-0.47019,2026-09-23T10:23:20.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.194576,53132743,6693.32,273069301.6992197,0.4162,2026-09-23T10:23:20.000Z
eurite,euri,Eurite,EUR,1.14,37793639,3981628,33139851.48990108,-0.44766,2026-09-23T10:23:20.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.14,33860003,1570121,29647556.92066811,-0.69696,2026-09-23T10:23:20.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.14,28570600,570319,24996036.12560534,-0.3633,2026-09-23T10:23:20.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.195059,24453235,170434,125363527.9498646,0.18438,2026-09-23T10:23:20.000Z
xsgd,xsgd,XSGD,SGD,0.782678,12923090,227171,16511373.239569,-0.20203,2026-09-23T10:23:20.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.615e-05,9762436,6.73,173856905811.0,,2026-09-21T23:34:50.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.18,6969209,4159.92,5907155.64,-0.72754,2026-09-23T10:23:20.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.13,5235393,973693,4630023.285709,-0.01855,2026-09-23T10:23:20.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061525,4430032,8566.95,72004353.81510787,-0.42881,2026-09-23T10:23:20.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
mxnb,mxnb,MXNB,MXN,0.057594,3242011,168800,56291190.043834,-0.77138,2026-09-23T10:23:20.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00072738,2877541,15249.88,3956033540.870522,0.22044,2026-09-23T10:23:20.000Z
par-stablecoin,par,Parallel,EUR,1.24,2770802,222.84,2240894.0,-1.06201,2026-09-23T10:23:20.000Z
brl1,brl1,BRL1,BRL,0.195867,2635372,931835,13454917.54,0.09347,2026-09-23T10:23:20.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.195214,1760572,2916.76,9018688.156787494,0.20652,2026-09-23T10:23:20.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,,2026-08-03T23:52:30.000Z
ageur,eura,EURA,EUR,1.14,1570202,5024.03,1374496.313324372,-0.30449,2026-09-23T10:23:20.000Z
celo-euro,eurm,Mento Euro,EUR,1.14,1564219,10353.17,1368484.250846123,0.24967,2026-09-23T10:23:20.000Z
stablr-euro,eurr,StablR Euro,EUR,0.067095,1150212,847.27,17143032.563007,,2026-09-23T10:23:20.000Z
anchored-coins-eur,aeur,Anchored Coins AEUR,EUR,1.14,1124108,8928.66,983181.76,,2026-07-31T11:00:20.000Z
idrx,idrx,IDRX,IDR,5.633e-05,1044101,15166.84,18534124233.14,-0.21068,2026-09-23T10:23:20.000Z
bilira,tryb,BiLira,TRY,0.02049427,938927,1.93,45814144.359267,,2026-09-23T10:13:20.000Z
vnx-euro,veur,VNX EURO,EUR,0.289208,799394,0.104,2764082.75105,,2026-06-21T12:25:40.000Z
jarvis-synthetic-euro,jeur,Jarvis Synthetic Euro,EUR,1.14,595666,260.75,524162.6596441626,-0.47103,2026-09-23T10:23:20.000Z
newrails-euro,eurw,Newrails Euro,EUR,1.14,353681,2228351,309962.6636,-0.41202,2026-09-23T10:23:20.000Z
tether-eurt,eurt,Euro Tether,EUR,0.062033,257679,334.5,4153902.7318629995,5.15564,2026-09-23T10:23:20.000Z
celo-real-creal,brlm,Mento Brazilian Real,BRL,0.19549,210774,937.05,1078179.75109719,0.63979,2026-09-23T10:23:20.000Z
colombian-peso,wcop,Colombian Peso,COP,0.00031778,200604,924.61,631258753.7968985,-0.12137,2026-09-23T10:23:20.000Z
argentine-peso,wars,Argentine Peso,ARS,0.00062851,182896,18695.23,291000000.0,-0.19141,2026-09-23T10:23:20.000Z
token-teknoloji-a-s-euro,eurot,Token Teknoloji A.Ş. EURO,EUR,1.14,182606,20149,160000.0,-0.43937,2026-09-23T10:23:20.000Z
mexican-peso,wmxn,Mexican Peso,MXN,0.058342,144033,1438.45,2468788.693089999,-1.19278,2026-09-23T10:23:20.000Z
real-mxn,mxne,Real MXN,MXN,0.058067,82977,168.97,1428994.67,,2026-09-23T00:03:30.000Z
celo-kenyan-shilling,kesm,Mento Kenyan Shilling,KES,0.00771021,79775,4922.46,10346607.84432118,0.08203,2026-09-23T10:23:20.000Z
celo-nigerian-naira,ngnm,Mento Nigerian Naira,NGN,0.00073052,56599,9.94,77476873.2520525,,2026-06-24T03:06:20.000Z
puso,phpm,Mento Philippine Peso,PHP,0.01597697,25810,12.49,1615432.565065448,0.12285,2026-09-23T10:23:20.000Z
ccop,copm,Mento Colombian Peso,COP,0.00031878,21675,9.93,67994219.89493266,,2026-08-16T05:39:40.000Z
celo-south-african-rand,zarm,Mento South African Rand,ZAR,0.061663,678.39,1.83,11001.49053576554,,2026-09-14T20:57:50.000Z
stablenaira,snr,StableNaira,NGN,0.0,3.9618e-14,14.94,27600988.77,,2026-07-23T17:18:30.000Z
real-usd,usdr,Real USD,BRL,0.426034,0.0,294.55,0.0,0.04937,2026-09-23T10:23:20.000Z
