id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.16,463004299,40342521,398542214.2963155,0.15255,2026-09-04T10:02:20.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.16,185459617,60483581,159655428.33,0.15056,2026-09-04T10:02:20.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.193879,52687298,30451,271744554.8385217,-0.96894,2026-09-04T10:02:20.000Z
eurite,euri,Eurite,EUR,1.16,38494816,7601383,33139851.48990108,0.10544,2026-09-04T10:02:20.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.16,32333631,1047685,27773048.98036547,0.38593,2026-09-04T10:02:20.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.16,26990874,707620,23187557.59985869,0.30969,2026-09-04T10:02:20.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.193971,24929543,291658,128518418.0594662,-0.97592,2026-09-04T10:02:20.000Z
xsgd,xsgd,XSGD,SGD,0.788459,12750113,463056,16170482.639569,0.21267,2026-09-04T10:02:20.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.65e-05,9841936,58.67,173856905811.0,3.78437,2026-09-04T10:02:20.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.19,7017023,246.69,5907155.64,0.27392,2026-09-04T10:02:20.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.12,5160553,4397392,4613598.585709,0.09557,2026-09-04T10:02:20.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061547,4553095,3455.03,73979922.21510787,0.09677,2026-09-04T10:02:20.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00072854,3095776,47581,4249325360.286523,0.43348,2026-09-04T10:02:20.000Z
brl1,brl1,BRL1,BRL,0.195338,2876310,315592,14724917.54,-0.39788,2026-09-04T10:02:20.000Z
par-stablecoin,par,Parallel,EUR,1.25,2808463,362.48,2240894.0,2.33693,2026-09-04T10:02:20.000Z
