id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.15,469440013,32384753,408296280.7984652,0.19246,2026-09-19T09:49:10.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.15,192934311,39305851,167780470.33,0.18987,2026-09-19T09:49:10.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.194223,53063497,11808.59,273211243.7228885,0.21331,2026-09-19T09:49:10.000Z
eurite,euri,Eurite,EUR,1.15,38104458,4410626,33139851.48990108,0.10412,2026-09-19T09:49:10.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.15,33767353,616281,29298733.16246536,0.41526,2026-09-19T09:49:10.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.194297,29079113,153044,149664401.6249209,0.14223,2026-09-19T09:49:10.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.15,28515658,280117,24759400.91740259,0.39329,2026-09-19T09:49:10.000Z
xsgd,xsgd,XSGD,SGD,0.782427,12957754,816090,16561373.239569,-0.06945,2026-09-19T09:49:10.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.503e-05,9567131,1.78,173856905811.0,0.58694,2026-09-18T14:14:50.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.19,7028340,155.41,5907155.64,1.12448,2026-09-19T09:49:10.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.13,5228072,1024204,4630023.285709,-0.7144,2026-09-19T09:49:10.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.062475,4497613,68826,72004353.81510787,2.05912,2026-09-19T09:49:10.000Z
bilira,tryb,BiLira,TRY,0.02046676,3726863,1.66,182093457.704537,,2026-09-16T09:13:40.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
mxnb,mxnb,MXNB,MXN,0.058129,2915551,717.25,50156314.55121,-0.13347,2026-09-19T09:49:10.000Z
par-stablecoin,par,Parallel,EUR,1.25,2797230,406.4,2240894.0,2.30658,2026-09-19T09:49:10.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00072936,2736706,5.76,3752179916.240522,0.056,2026-09-19T09:49:10.000Z
brl1,brl1,BRL1,BRL,0.194054,2610839,431119,13454917.54,-0.4123,2026-09-19T09:49:10.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.193703,1743062,2589.1,8998687.38,-0.34535,2026-09-19T09:49:10.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,,2026-08-03T23:52:30.000Z
ageur,eura,EURA,EUR,1.15,1582001,8548.39,1373898.381444551,0.34035,2026-09-19T09:49:10.000Z
celo-euro,eurm,Mento Euro,EUR,1.16,1581787,3356.13,1368902.812088283,0.42039,2026-09-19T09:49:10.000Z
anchored-coins-eur,aeur,Anchored Coins AEUR,EUR,1.14,1124108,8928.66,983181.76,,2026-07-31T11:00:20.000Z
idrx,idrx,IDRX,IDR,5.697e-05,1055817,15151.35,18534124233.14,0.56179,2026-09-19T09:49:10.000Z
stablr-euro,eurr,StablR Euro,EUR,0.059595,1021633,4.02,17143032.563007,,2026-09-19T09:49:10.000Z
vnx-euro,veur,VNX EURO,EUR,0.289208,799394,0.104,2764082.75105,,2026-06-21T12:25:40.000Z
jarvis-synthetic-euro,jeur,Jarvis Synthetic Euro,EUR,1.15,600274,512.71,524152.6596441626,0.56489,2026-09-19T09:49:10.000Z
newrails-euro,eurw,Newrails Euro,EUR,1.15,366822,2110594,319147.8536,0.16949,2026-09-19T09:49:10.000Z
tether-eurt,eurt,Euro Tether,EUR,0.059364,246590,254.22,4153902.7318629995,,2026-09-19T09:49:10.000Z
celo-real-creal,brlm,Mento Brazilian Real,BRL,0.194645,214469,1133.51,1101853.004152166,0.29685,2026-09-19T09:49:10.000Z
colombian-peso,wcop,Colombian Peso,COP,0.00031985,201904,373.34,631258753.7968985,-0.07507,2026-09-19T09:49:10.000Z
argentine-peso,wars,Argentine Peso,ARS,0.00063001,183333,9346.3,291000000.0,-0.69797,2026-09-19T09:49:10.000Z
token-teknoloji-a-s-euro,eurot,Token Teknoloji A.Ş. EURO,EUR,1.14,183114,6254.2,160000.0,-0.35843,2026-09-19T09:49:10.000Z
real-mxn,mxne,Real MXN,MXN,0.058191,83155,205.73,1428994.67,,2026-09-19T05:32:50.000Z
celo-kenyan-shilling,kesm,Mento Kenyan Shilling,KES,0.0077547,80234,2139.35,10346607.84432118,0.2315,2026-09-19T09:49:10.000Z
mexican-peso,wmxn,Mexican Peso,MXN,0.058723,68634,1444.49,1168788.69309,-0.26991,2026-09-19T09:49:10.000Z
celo-nigerian-naira,ngnm,Mento Nigerian Naira,NGN,0.00073052,56599,9.94,77476873.2520525,,2026-06-24T03:06:20.000Z
puso,phpm,Mento Philippine Peso,PHP,0.01593834,25769,2.34,1616827.365614742,0.06688,2026-09-19T09:49:10.000Z
ccop,copm,Mento Colombian Peso,COP,0.00031878,21675,9.93,67994219.89493266,,2026-08-16T05:39:40.000Z
celo-south-african-rand,zarm,Mento South African Rand,ZAR,0.061663,678.39,1.83,11001.49053576554,,2026-09-14T20:57:50.000Z
stablenaira,snr,StableNaira,NGN,0.0,3.9618e-14,14.94,27600988.77,,2026-07-23T17:18:30.000Z
real-usd,usdr,Real USD,BRL,0.452946,0.0,562.16,0.0,0.619,2026-09-19T09:49:10.000Z
