id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.17,463771212,36681382,397994172.5572461,-0.2682,2026-08-25T06:08:20.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.17,169336267,30220655,145270413.36,-0.23158,2026-08-25T06:08:20.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.193032,53546563,5248.07,276928268.1259139,-0.72101,2026-08-25T06:08:20.000Z
eurite,euri,Eurite,EUR,1.17,38620692,22897987,33139851.48990108,-0.25794,2026-08-25T06:08:20.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.17,31950731,586193,27385570.81489606,-0.18775,2026-08-25T06:08:20.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.193164,28250603,148839,145945881.9307314,-0.55321,2026-08-25T06:08:20.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.17,26767744,355299,22952570.42241316,-0.23998,2026-08-25T06:08:20.000Z
xsgd,xsgd,XSGD,SGD,0.786371,12795120,666554,16270482.639569,-0.07765,2026-08-25T06:08:20.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.49e-05,9544699,2.42,173856905811.0,,2026-08-23T17:28:20.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.2,7075289,141.47,5907155.64,0.32033,2026-08-25T06:08:20.000Z
bilira,tryb,BiLira,TRY,0.02055096,5877604,30.8,286001377.600774,,2026-08-20T07:43:20.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.11,5136642,4057133,4613598.585709,-0.19597,2026-08-25T06:08:20.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061517,4551007,206.19,73979922.21510787,0.41884,2026-08-25T05:57:50.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,,2026-08-14T17:36:40.000Z
mxnb,mxnb,MXNB,MXN,0.088208,3457131,12270.97,39192968.52821,49.61902,2026-08-25T06:08:20.000Z
vnx-euro,veur,VNX EURO,EUR,1.043,2884205,0.104,2764082.75105,,2026-06-21T12:25:40.000Z
par-stablecoin,par,Parallel,EUR,1.25,2811102,170.14,2240894.0,1.13539,2026-08-25T06:08:20.000Z
brl1,brl1,BRL1,BRL,0.193876,2796601,856762,14424917.54,-0.25002,2026-08-25T06:08:20.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00072008,2397251,17025.3,3329160380.540488,0.3034,2026-08-25T06:08:20.000Z
celo-euro,eurm,Mento Euro,EUR,1.17,1695958,1831.61,1454799.347515601,-0.19857,2026-08-25T06:08:20.000Z
